DNS Resolver Log Started: 2025-10-26T15:44:43.081679
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'wpad', 'timestamp': '2025-10-26T15:44:54.067400', 'round_trip_time': '0.3928s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'sky.ns.cloudflare.com.', 'timestamp': '2025-10-26T15:45:14.964662', 'round_trip_time': '0.1995s', 'dns_server_ip': '162.159.0.33', 'response_or_referral': 'Answer: 108.162.194.2', 'total_time_to_resolution': '0.7313s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'datadikdki.net', 'timestamp': '2025-10-26T15:45:14.233560', 'round_trip_time': '0.2676s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'datadikdki.net', 'timestamp': '2025-10-26T15:45:15.257103', 'round_trip_time': '0.2861s', 'dns_server_ip': '108.162.194.2', 'response_or_referral': 'Answer: 172.67.171.27', 'total_time_to_resolution': '1.6037s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'mumphi.de', 'timestamp': '2025-10-26T15:45:15.569698', 'round_trip_time': '0.2711s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.nic.de. @ Glue IP: 194.0.0.53', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns1061.ui-dns.de.', 'timestamp': '2025-10-26T15:45:16.089551', 'round_trip_time': '0.2112s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.nic.de. @ Glue IP: 194.0.0.53', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns1061.ui-dns.de.', 'timestamp': '2025-10-26T15:45:16.386010', 'round_trip_time': '0.2830s', 'dns_server_ip': '194.0.0.53', 'response_or_referral': 'Delegation to: ns-de.ui-dns.de. @ Glue IP: 185.132.32.193', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ns1061.ui-dns.de.', 'timestamp': '2025-10-26T15:45:16.689934', 'round_trip_time': '0.2939s', 'dns_server_ip': '185.132.32.193', 'response_or_referral': 'Answer: 217.160.80.61', 'total_time_to_resolution': '0.8171s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'mumphi.de', 'timestamp': '2025-10-26T15:45:15.872291', 'round_trip_time': '0.2917s', 'dns_server_ip': '194.0.0.53', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'mumphi.de', 'timestamp': '2025-10-26T15:45:16.970710', 'round_trip_time': '0.2761s', 'dns_server_ip': '217.160.80.61', 'response_or_referral': 'Answer: 87.106.48.102', 'total_time_to_resolution': '1.6725s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'gmxwnlajnl', 'timestamp': '2025-10-26T15:45:17.303577', 'round_trip_time': '0.2823s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'djoncbjcmv', 'timestamp': '2025-10-26T15:45:17.613722', 'round_trip_time': '0.2759s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'mptrmkwart', 'timestamp': '2025-10-26T15:45:17.917841', 'round_trip_time': '0.2676s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'brfone.com', 'timestamp': '2025-10-26T15:45:18.231144', 'round_trip_time': '0.2780s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'brfone.com', 'timestamp': '2025-10-26T15:45:18.539644', 'round_trip_time': '0.2956s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: nsg1.namebrightdns.com. @ Glue IP: 18.206.201.136', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'brfone.com', 'timestamp': '2025-10-26T15:45:18.841394', 'round_trip_time': '0.2922s', 'dns_server_ip': '18.206.201.136', 'response_or_referral': 'Answer: 13.223.25.84', 'total_time_to_resolution': '0.8887s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'newpages2u.com', 'timestamp': '2025-10-26T15:45:19.153464', 'round_trip_time': '0.2722s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns9.newpages.com.my.', 'timestamp': '2025-10-26T15:45:19.665596', 'round_trip_time': '0.2023s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: ns01.trs-dns.com. @ Glue IP: 64.96.1.1', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns9.newpages.com.my.', 'timestamp': '2025-10-26T15:45:19.970606', 'round_trip_time': '0.2962s', 'dns_server_ip': '64.96.1.1', 'response_or_referral': 'Delegation to: ns9.newpages.com.my. @ Glue IP: 110.74.174.130', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ns9.newpages.com.my.', 'timestamp': '2025-10-26T15:45:20.376705', 'round_trip_time': '0.4002s', 'dns_server_ip': '110.74.174.130', 'response_or_referral': 'Answer: 110.74.174.131', 'total_time_to_resolution': '0.9201s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'newpages2u.com', 'timestamp': '2025-10-26T15:45:19.456300', 'round_trip_time': '0.2880s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'newpages2u.com', 'timestamp': '2025-10-26T15:45:20.787265', 'round_trip_time': '0.4042s', 'dns_server_ip': '110.74.174.131', 'response_or_referral': 'Answer: 110.74.174.131', 'total_time_to_resolution': '1.9063s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'bigjournalism.com', 'timestamp': '2025-10-26T15:45:21.029439', 'round_trip_time': '0.2042s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'bigjournalism.com', 'timestamp': '2025-10-26T15:45:21.300195', 'round_trip_time': '0.2570s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: sofia.ns.cloudflare.com. @ Glue IP: 108.162.192.223', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'bigjournalism.com', 'timestamp': '2025-10-26T15:45:21.504276', 'round_trip_time': '0.1958s', 'dns_server_ip': '108.162.192.223', 'response_or_referral': 'Answer: 188.114.97.0', 'total_time_to_resolution': '0.6795s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'congsoxanh.com', 'timestamp': '2025-10-26T15:45:21.814970', 'round_trip_time': '0.2678s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'congsoxanh.com', 'timestamp': '2025-10-26T15:45:22.120864', 'round_trip_time': '0.2930s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: davina.ns.cloudflare.com. @ Glue IP: 108.162.194.40', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'congsoxanh.com', 'timestamp': '2025-10-26T15:45:22.321470', 'round_trip_time': '0.1901s', 'dns_server_ip': '108.162.194.40', 'response_or_referral': 'Answer: 188.114.96.0', 'total_time_to_resolution': '0.7747s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'visualtap.com', 'timestamp': '2025-10-26T15:45:22.640484', 'round_trip_time': '0.2783s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'visualtap.com', 'timestamp': '2025-10-26T15:45:22.937214', 'round_trip_time': '0.2828s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: ns1.squadhelp.com. @ Glue IP: 52.201.79.206', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'visualtap.com', 'timestamp': '2025-10-26T15:45:23.243997', 'round_trip_time': '0.3002s', 'dns_server_ip': '52.201.79.206', 'response_or_referral': 'Answer: 52.20.84.62', 'total_time_to_resolution': '0.8823s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'oberoncompany.com', 'timestamp': '2025-10-26T15:45:23.558244', 'round_trip_time': '0.2732s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'oberoncompany.com', 'timestamp': '2025-10-26T15:45:23.860523', 'round_trip_time': '0.2878s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: carl.ns.cloudflare.com. @ Glue IP: 108.162.193.106', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'oberoncompany.com', 'timestamp': '2025-10-26T15:45:24.166331', 'round_trip_time': '0.2935s', 'dns_server_ip': '108.162.193.106', 'response_or_referral': 'Answer: 172.67.198.171', 'total_time_to_resolution': '0.8816s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'consejodentistas.org', 'timestamp': '2025-10-26T15:45:24.480896', 'round_trip_time': '0.2739s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a2.org.afilias-nst.info. @ Glue IP: 199.249.112.1', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'dns1.nominalia.com.', 'timestamp': '2025-10-26T15:45:24.992893', 'round_trip_time': '0.2042s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'dns1.nominalia.com.', 'timestamp': '2025-10-26T15:45:25.291322', 'round_trip_time': '0.2858s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: dns1.nominalia.com. @ Glue IP: 107.162.136.128', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'dns1.nominalia.com.', 'timestamp': '2025-10-26T15:45:25.498447', 'round_trip_time': '0.2006s', 'dns_server_ip': '107.162.136.128', 'response_or_referral': 'Answer: 107.162.136.128', 'total_time_to_resolution': '0.7182s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'consejodentistas.org', 'timestamp': '2025-10-26T15:45:24.781748', 'round_trip_time': '0.2871s', 'dns_server_ip': '199.249.112.1', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'consejodentistas.org', 'timestamp': '2025-10-26T15:45:25.701327', 'round_trip_time': '0.1946s', 'dns_server_ip': '107.162.136.128', 'response_or_referral': 'Answer: 213.151.115.236', 'total_time_to_resolution': '1.4947s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'k-dsl.de', 'timestamp': '2025-10-26T15:45:26.013141', 'round_trip_time': '0.2733s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.nic.de. @ Glue IP: 194.0.0.53', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'k-dsl.de', 'timestamp': '2025-10-26T15:45:26.212769', 'round_trip_time': '0.1901s', 'dns_server_ip': '194.0.0.53', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'asip.es', 'timestamp': '2025-10-26T15:45:26.524140', 'round_trip_time': '0.2690s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a.nic.es. @ Glue IP: 194.69.254.1', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'asip.es', 'timestamp': '2025-10-26T15:45:26.779806', 'round_trip_time': '0.2440s', 'dns_server_ip': '194.69.254.1', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'androgyn.org', 'timestamp': '2025-10-26T15:45:27.038859', 'round_trip_time': '0.2186s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: a2.org.afilias-nst.info. @ Glue IP: 199.249.112.1', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'androgyn.org', 'timestamp': '2025-10-26T15:45:27.343089', 'round_trip_time': '0.2961s', 'dns_server_ip': '199.249.112.1', 'response_or_referral': 'Delegation to: ns1118.ui-dns.de. @ Glue IP: 217.160.83.118', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'androgyn.org', 'timestamp': '2025-10-26T15:45:27.646522', 'round_trip_time': '0.2948s', 'dns_server_ip': '217.160.83.118', 'response_or_referral': 'Answer: 217.160.0.127', 'total_time_to_resolution': '0.8265s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'panaceadream.com', 'timestamp': '2025-10-26T15:45:27.960682', 'round_trip_time': '0.2734s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'panaceadream.com', 'timestamp': '2025-10-26T15:45:28.282794', 'round_trip_time': '0.3074s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'hotel.ch', 'timestamp': '2025-10-26T15:45:28.573992', 'round_trip_time': '0.2412s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: b.nic.ch. @ Glue IP: 130.59.31.43', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'dawn.ns.cloudflare.com.', 'timestamp': '2025-10-26T15:45:29.089389', 'round_trip_time': '0.2065s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'dawn.ns.cloudflare.com.', 'timestamp': '2025-10-26T15:45:29.395798', 'round_trip_time': '0.2902s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Delegation to: ns3.cloudflare.com. @ Glue IP: 162.159.0.33', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'dawn.ns.cloudflare.com.', 'timestamp': '2025-10-26T15:45:29.696346', 'round_trip_time': '0.2879s', 'dns_server_ip': '162.159.0.33', 'response_or_referral': 'Answer: 108.162.192.106', 'total_time_to_resolution': '0.8187s'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'hotel.ch', 'timestamp': '2025-10-26T15:45:28.877781', 'round_trip_time': '0.2946s', 'dns_server_ip': '130.59.31.43', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'hotel.ch', 'timestamp': '2025-10-26T15:45:29.903421', 'round_trip_time': '0.2006s', 'dns_server_ip': '108.162.192.106', 'response_or_referral': 'Answer: 104.21.36.90', 'total_time_to_resolution': '1.5711s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'c3budiman.tk', 'timestamp': '2025-10-26T15:45:30.213842', 'round_trip_time': '0.2699s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: b.ns.tk. @ Glue IP: 194.0.39.1', 'total_time_to_resolution': 'N/A'}
